연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2022,12,읍면동,경기도 하남시 감일동,35369,5798,3399,3345,6793,6849,4235,3000,1343,499,105,3,17642,2977,1731,1675,3174,3546,2170,1483,693,172,21,0,17727,2821,1668,1670,3619,3303,2065,1517,650,327,84,3
2022,12,읍면동,경기도 하남시 덕풍1동,14928,803,929,1845,2036,2003,2622,2802,1320,507,57,4,7614,425,497,1033,1109,1068,1270,1335,645,214,18,0,7314,378,432,812,927,935,1352,1467,675,293,39,4
2022,12,읍면동,경기도 하남시 덕풍2동,18483,982,1010,2222,2782,2438,3133,3518,1651,657,88,2,9297,498,509,1204,1526,1318,1529,1667,810,224,11,1,9186,484,501,1018,1256,1120,1604,1851,841,433,77,1
2022,12,읍면동,경기도 하남시 덕풍3동,25362,1802,2411,3009,3337,4163,4216,3701,1881,710,130,2,12576,967,1243,1573,1718,2099,2070,1709,884,290,23,0,12786,835,1168,1436,1619,2064,2146,1992,997,420,107,2
2022,12,읍면동,경기도 하남시 미사1동,53492,4567,4614,8911,11789,10210,6341,4231,2042,665,117,5,26478,2380,2262,3882,6142,5274,3246,2008,1019,239,26,0,27014,2187,2352,5029,5647,4936,3095,2223,1023,426,91,5
2022,12,읍면동,경기도 하남시 미사2동,47230,5437,5869,3816,6365,10744,6289,5118,2560,882,147,3,23210,2766,2990,1945,2873,5412,3246,2356,1290,311,21,0,24020,2671,2879,1871,3492,5332,3043,2762,1270,571,126,3
2022,12,읍면동,경기도 하남시 신장1동,6698,278,342,934,1133,915,1181,1107,554,217,37,0,3492,143,180,502,683,519,596,539,249,76,5,0,3206,135,162,432,450,396,585,568,305,141,32,0
2022,12,읍면동,경기도 하남시 신장2동,46260,3759,3922,4793,6712,7426,6961,7387,3706,1409,180,5,22873,1920,2012,2477,3434,3801,3323,3462,1829,571,43,1,23387,1839,1910,2316,3278,3625,3638,3925,1877,838,137,4
2022,12,읍면동,경기도 하남시 위례동,31089,4212,3505,3283,4857,6299,4596,2985,975,311,61,5,15245,2103,1749,1611,2200,3158,2265,1523,515,105,13,3,15844,2109,1756,1672,2657,3141,2331,1462,460,206,48,2
2022,12,읍면동,경기도 하남시 천현동,7095,262,397,766,929,907,1314,1535,655,265,64,1,3922,129,202,464,540,575,748,821,337,98,8,0,3173,133,195,302,389,332,566,714,318,167,56,1
2022,12,읍면동,경기도 하남시 초이동,3406,137,174,384,443,416,642,715,309,167,18,1,1942,62,86,229,271,251,399,418,160,61,5,0,1464,75,88,155,172,165,243,297,149,106,13,1
2022,12,읍면동,경기도 하남시 춘궁동,3368,94,142,371,367,387,675,743,363,200,25,1,1918,45,80,216,218,239,424,420,188,80,8,0,1450,49,62,155,149,148,251,323,175,120,17,1
2022,12,읍면동,경기도 하남시 풍산동,29811,4011,3264,3011,4611,6447,3964,2826,1163,421,87,6,14719,2001,1645,1509,2112,3326,1967,1379,609,155,15,1,15092,2010,1619,1502,2499,3121,1997,1447,554,266,72,5
2022,12,시군,경기도 화성시 ,907958,96911,105573,109607,150085,177580,128793,84064,35889,16956,2433,67,471943,49552,53697,59539,79108,93776,69206,43288,16967,6303,492,15,436015,47359,51876,50068,70977,83804,59587,40776,18922,10653,1941,52
2022,12,읍면동,경기도 화성시 기배동,16265,1389,1963,2122,2001,3037,2827,1728,854,301,42,1,8274,691,1000,1158,1073,1549,1438,849,394,120,2,0,7991,698,963,964,928,1488,1389,879,460,181,40,1
2022,12,읍면동,경기도 화성시 남양읍,48080,4264,4062,6313,8251,7901,7488,6055,2446,1118,176,6,26158,2220,2107,3651,4863,4438,4037,3176,1214,414,36,2,21922,2044,1955,2662,3388,3463,3451,2879,1232,704,140,4
2022,12,읍면동,경기도 화성시 동탄1동,50887,5403,6766,8086,9099,9961,7221,2800,1068,431,51,1,26340,2703,3462,4421,4783,4966,3868,1451,506,171,9,0,24547,2700,3304,3665,4316,4995,3353,1349,562,260,42,1
2022,12,읍면동,경기도 화성시 동탄2동,34813,3317,6648,3774,3480,8325,5335,2340,1090,462,40,2,17112,1673,3335,1933,1614,3913,2863,1122,465,185,7,2,17701,1644,3313,1841,1866,4412,2472,1218,625,277,33,0
2022,12,읍면동,경기도 화성시 동탄3동,41723,4851,5529,6251,7646,8615,4718,2323,1233,487,69,1,21532,2478,2875,3463,4118,4337,2484,1048,508,202,19,0,20191,2373,2654,2788,3528,4278,2234,1275,725,285,50,1
2022,12,읍면동,경기도 화성시 동탄4동,52997,7585,9835,4277,7465,13852,6493,2361,794,288,43,4,26304,3840,4940,2154,3269,6847,3553,1236,364,97,3,1,26693,3745,4895,2123,4196,7005,2940,1125,430,191,40,3
2022,12,읍면동,경기도 화성시 동탄5동,46541,5968,4867,5329,10833,9264,5081,3219,1369,541,66,4,23279,3084,2464,2577,5451,4802,2585,1496,614,191,15,0,23262,2884,2403,2752,5382,4462,2496,1723,755,350,51,4
2022,12,읍면동,경기도 화성시 동탄6동,41175,5381,4532,6023,8711,8243,4885,2246,782,316,54,2,21214,2774,2321,3043,4532,4313,2620,1111,382,109,9,0,19961,2607,2211,2980,4179,3930,2265,1135,400,207,45,2
2022,12,읍면동,경기도 화성시 동탄7동,90305,14090,10959,8642,19129,19875,9699,5433,1779,613,84,2,45392,7257,5542,4359,9346,10355,4783,2657,874,200,18,1,44913,6833,5417,4283,9783,9520,4916,2776,905,413,66,1
2022,12,읍면동,경기도 화성시 동탄8동,33213,5896,3334,2844,8067,6999,3160,2023,624,223,43,0,16729,3034,1663,1398,3965,3761,1552,966,303,76,11,0,16484,2862,1671,1446,4102,3238,1608,1057,321,147,32,0
2022,12,읍면동,경기도 화성시 마도면,7011,199,359,700,772,958,1436,1435,687,404,59,2,4227,107,204,452,537,661,891,855,346,164,10,0,2784,92,155,248,235,297,545,580,341,240,49,2
2022,12,읍면동,경기도 화성시 매송면,6868,200,436,735,600,820,1388,1461,733,438,56,1,3650,103,230,424,357,468,775,783,344,156,9,1,3218,97,206,311,243,352,613,678,389,282,47,0
2022,12,읍면동,경기도 화성시 반월동,31287,3612,4165,3657,5073,6249,4395,2885,853,346,51,1,15821,1851,2139,1941,2533,3184,2142,1468,436,117,10,0,15466,1761,2026,1716,2540,3065,2253,1417,417,229,41,1
2022,12,읍면동,경기도 화성시 병점1동,36915,3620,3684,6255,6447,6457,5131,3187,1456,603,71,4,19008,1893,1884,3438,3464,3313,2566,1555,629,252,13,1,17907,1727,1800,2817,2983,3144,2565,1632,827,351,58,3
2022,12,읍면동,경기도 화성시 병점2동,23542,1904,3820,3014,2598,4991,3647,1921,1091,493,63,0,11471,966,1889,1590,1293,2345,1893,874,440,171,10,0,12071,938,1931,1424,1305,2646,1754,1047,651,322,53,0
2022,12,읍면동,경기도 화성시 봉담읍,87786,7873,10414,11055,12360,16492,13739,9500,4215,1872,256,10,44521,3991,5151,5715,6430,8476,7294,4758,1964,692,50,0,43265,3882,5263,5340,5930,8016,6445,4742,2251,1180,206,10
2022,12,읍면동,경기도 화성시 비봉면,6902,234,326,783,735,792,1246,1482,755,451,96,2,3927,136,170,464,469,480,757,869,385,181,16,0,2975,98,156,319,266,312,489,613,370,270,80,2
2022,12,읍면동,경기도 화성시 새솔동,25258,4283,2884,2367,4790,5299,3330,1746,364,167,27,1,12684,2130,1409,1256,2311,2797,1609,926,188,54,4,0,12574,2153,1475,1111,2479,2502,1721,820,176,113,23,1
2022,12,읍면동,경기도 화성시 서신면,7243,154,292,513,547,759,1485,1913,906,575,98,1,4010,84,147,327,332,481,858,1054,484,212,31,0,3233,70,145,186,215,278,627,859,422,363,67,1
2022,12,읍면동,경기도 화성시 송산면,11001,376,735,953,931,1334,2114,2351,1253,794,156,4,6028,184,413,564,575,803,1198,1315,623,316,36,1,4973,192,322,389,356,531,916,1036,630,478,120,3
2022,12,읍면동,경기도 화성시 양감면,4020,86,141,399,393,473,846,948,424,272,37,1,2483,50,69,274,282,338,554,580,227,100,9,0,1537,36,72,125,111,135,292,368,197,172,28,1
2022,12,읍면동,경기도 화성시 우정읍,17622,729,1429,1783,1572,2610,3633,3153,1641,928,140,4,9673,378,751,1081,960,1549,2129,1666,785,339,34,1,7949,351,678,702,612,1061,1504,1487,856,589,106,3
2022,12,읍면동,경기도 화성시 장안면,10245,336,549,977,879,1272,2078,2235,1148,695,75,1,5959,188,297,608,572,836,1313,1303,558,257,27,0,4286,148,252,369,307,436,765,932,590,438,48,1
2022,12,읍면동,경기도 화성시 정남면,11293,344,659,1279,1137,1470,2388,2249,1027,633,103,4,6589,178,366,787,764,953,1467,1300,514,243,17,0,4704,166,293,492,373,517,921,949,513,390,86,4
2022,12,읍면동,경기도 화성시 진안동,43828,3744,3859,7141,8338,7934,6331,3965,1693,722,98,3,23995,1889,2001,4292,4868,4493,3413,1967,766,284,21,1,19833,1855,1858,2849,3470,3441,2918,1998,927,438,77,2
2022,12,읍면동,경기도 화성시 팔탄면,10056,273,438,964,984,1395,2277,2187,887,566,83,2,6131,140,222,668,673,947,1507,1290,460,207,16,1,3925,133,216,296,311,448,770,897,427,359,67,1
2022,12,읍면동,경기도 화성시 향남읍,87298,9328,10734,10096,14284,18254,12124,7462,3231,1571,211,3,46855,4785,5504,5634,7996,10190,6831,3833,1496,545,38,3,40443,4543,5230,4462,6288,8064,5293,3629,1735,1026,173,0
2022,12,읍면동,경기도 화성시 화산동,23784,1472,2154,3275,2963,3949,4298,3456,1486,646,85,0,12577,745,1142,1867,1678,2181,2226,1780,698,248,12,0,11207,727,1012,1408,1285,1768,2072,1676,788,398,73,0
2022,12,읍면동,경기도 화성시동부출장소 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,읍면동,경기도 화성시동탄출장소 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
